Prov Name,Province,District,Secteur,Cellule,Village,HH
North,Amajyaruguru,Gakenke,Rushashi ,Mbogo ,Buzoza ,143
North,Amajyaruguru,Gakenke,Rushashi ,Mbogo ,Gisanze ,120
North,Amajyaruguru,Gakenke,Rushashi ,Mbogo ,Gitongo ,77
North,Amajyaruguru,Gakenke,Rushashi ,Mbogo ,Nyabitare ,49
North,Amajyaruguru,Gakenke,Rushashi ,Razi ,Gahinga ,70
North,Amajyaruguru,Gakenke,Rushashi ,Razi ,Gikongoro ,102
North,Amajyaruguru,Gakenke,Rushashi ,Razi ,Kirwa ,104
North,Amajyaruguru,Gakenke,Rushashi ,Razi ,Nkoto ,88
North,Amajyaruguru,Gakenke,Rushashi ,Razi ,Nyangoyi ,97
North,Amajyaruguru,Gakenke,Rushashi ,Rwankuba ,Giheta ,225
North,Amajyaruguru,Gakenke,Rushashi ,Rwankuba ,Karushashi ,69
North,Amajyaruguru,Gakenke,Rushashi ,Rwankuba ,Ngambi ,112
North,Amajyaruguru,Gakenke,Rushashi ,Rwankuba ,Ruganda ,110
North,Amajyaruguru,Gakenke,Rushashi ,Rwankuba ,Rwamabega ,79
North,Amajyaruguru,Gakenke,Rushashi ,Shyombwe ,Gatare ,98
North,Amajyaruguru,Gakenke,Rushashi ,Shyombwe ,Gatwa ,101
North,Amajyaruguru,Gakenke,Rushashi ,Shyombwe ,Gihororo ,104
North,Amajyaruguru,Gakenke,Rushashi ,Shyombwe ,Murara ,165
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Gasharu,223
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Kabuga,105
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Kagarama,153
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Karenge,211
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Muguruka,165
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Nyarutovu,242
North,Amajyaruguru,Gicumbi,Bukure,Karenge,Rebero,142
North,Amajyaruguru,Gicumbi,Bukure,Kibagiro,Gabiro,105
North,Amajyaruguru,Gicumbi,Bukure,Kibagiro,Kanyogote,103
North,Amajyaruguru,Gicumbi,Bukure,Kibagiro,Rugogwe,198
North,Amajyaruguru,Gicumbi,Bukure,Kibagiro,Rurama,111
North,Amajyaruguru,Gicumbi,Bukure,Kibagiro,Rwarenga,180
North,Amajyaruguru,Gicumbi,Bukure,Kivumu,Butare,162
North,Amajyaruguru,Gicumbi,Bukure,Kivumu,Karambo,138
North,Amajyaruguru,Gicumbi,Bukure,Kivumu,Karushya ,135
North,Amajyaruguru,Gicumbi,Bukure,Kivumu,Kivugiza,127
North,Amajyaruguru,Gicumbi,Bukure,Kivumu,Kivumu,124
North,Amajyaruguru,Gicumbi,Bukure,Kivumu,Ruyange,165
North,Amajyaruguru,Gicumbi,Bukure,Rwesero,Gicaca,183
North,Amajyaruguru,Gicumbi,Bukure,Rwesero,Karagari,157
North,Amajyaruguru,Gicumbi,Bukure,Rwesero,Mugorore,107
North,Amajyaruguru,Gicumbi,Bukure,Rwesero,Ntarama,122
North,Amajyaruguru,Gicumbi,Bukure,Rwesero,Nyarubira,150
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Kabuye,167
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Kavuruga,98
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Kidandali,82
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Ndoha,93
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Nyakabungo,83
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Nyarubuye,117
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Nyarwina,102
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Rutoma,58
North,Amajyaruguru,Gicumbi,Bwisige,Bwisige,Rwarurema,65
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Cyamukanya,113
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Kumana,148
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Kumunini,156
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Kuwindenge,98
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Muneke,60
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Murehe,84
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Nyagakizi,100
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Nyakagera,145
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Nyamugari,96
North,Amajyaruguru,Gicumbi,Bwisige,Gihuke,Rurenge,73
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Akavuza,103
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Murambi,143
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Nyarumba,76
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Nyirantungu,108
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Rwebisheke,97
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Rwondo,97
North,Amajyaruguru,Gicumbi,Bwisige,Mukono,Ryakirayi,71
North,Amajyaruguru,Gicumbi,Bwisige,Nyabushingitwa,Gahondo,105
North,Amajyaruguru,Gicumbi,Bwisige,Nyabushingitwa,Musayo,107
North,Amajyaruguru,Gicumbi,Bwisige,Nyabushingitwa,Ndayabana,122
North,Amajyaruguru,Gicumbi,Bwisige,Nyabushingitwa,Nyagatoma,118
North,Amajyaruguru,Gicumbi,Bwisige,Nyabushingitwa,Ruhuha,106
North,Amajyaruguru,Gicumbi,Bwisige,Nyabushingitwa,Warufu,102
North,Amajyaruguru,Gicumbi,Byumba,Gacurabwenge,Gasharu,201
North,Amajyaruguru,Gicumbi,Byumba,Gacurabwenge,Rubyiniro,171
North,Amajyaruguru,Gicumbi,Byumba,Gacurabwenge,Gacurabwenge,274
North,Amajyaruguru,Gicumbi,Byumba,Gacurabwenge,Gashirwe,251
North,Amajyaruguru,Gicumbi,Byumba,Gacurabwenge,Ruyaga,231
North,Amajyaruguru,Gicumbi,Byumba,Gacurabwenge,Rwasama,266
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Bereshi,85
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Gatare,103
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Gisuna,315
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Kinihira I,135
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Kinihira II,94
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Rebero,93
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Ruhashya,119
North,Amajyaruguru,Gicumbi,Byumba,Gisuna,Rwiri,68
North,Amajyaruguru,Gicumbi,Byumba,Kibali,Gekenke,111
North,Amajyaruguru,Gicumbi,Byumba,Kibali,Mugorore,115
North,Amajyaruguru,Gicumbi,Byumba,Kibali,Rugarama,144
North,Amajyaruguru,Gicumbi,Byumba,Kibali,Ruzo,120
North,Amajyaruguru,Gicumbi,Byumba,Kivugiza,Kabingo,152
North,Amajyaruguru,Gicumbi,Byumba,Kivugiza,Karambi,133
North,Amajyaruguru,Gicumbi,Byumba,Kivugiza,Kivugiza,167
North,Amajyaruguru,Gicumbi,Byumba,Kivugiza,Mugandu,105
North,Amajyaruguru,Gicumbi,Byumba,Murama,Gacaca,113
North,Amajyaruguru,Gicumbi,Byumba,Murama,Rukerezo,189
North,Amajyaruguru,Gicumbi,Byumba,Murama,Rurambi,184
North,Amajyaruguru,Gicumbi,Byumba,Murama,Taba,128
North,Amajyaruguru,Gicumbi,Byumba,Ngondore,Bukamba,222
North,Amajyaruguru,Gicumbi,Byumba,Ngondore,Gitovu,83
North,Amajyaruguru,Gicumbi,Byumba,Ngondore,Karambo,69
North,Amajyaruguru,Gicumbi,Byumba,Ngondore,Kimirimo,138
North,Amajyaruguru,Gicumbi,Byumba,Nyakabungo,Gacyamo,147
North,Amajyaruguru,Gicumbi,Byumba,Nyakabungo,Kabuga,129
North,Amajyaruguru,Gicumbi,Byumba,Nyakabungo,Kanunga,78
North,Amajyaruguru,Gicumbi,Byumba,Nyakabungo,Rugaragara,99
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Gasiza,119
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Gatete,99
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Kumana,98
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Mugomero,136
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Nyiragasuruba,429
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Rwabukoko,117
North,Amajyaruguru,Gicumbi,Byumba,Nyamabuye,Umurara,79
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Kagarama,109
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Mukeri,159
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Muriza,128
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Nyamiyaga,136
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Nyamugali,95
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Nyande,146
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Nyarubande,93
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Rugandu,129
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Rugarama,142
North,Amajyaruguru,Gicumbi,Byumba,Nyarutarama,Rwamuhuba,110
North,Amajyaruguru,Gicumbi,Cyumba,Gasunzu,Mubuga,124
North,Amajyaruguru,Gicumbi,Cyumba,Gasunzu,Mugera,108
North,Amajyaruguru,Gicumbi,Cyumba,Gasunzu,Ryamuromba,91
North,Amajyaruguru,Gicumbi,Cyumba,Gasunzu,Zihare,75
North,Amajyaruguru,Gicumbi,Cyumba,Muhambo,Kiliba,109
North,Amajyaruguru,Gicumbi,Cyumba,Muhambo,Nyamabare,117
North,Amajyaruguru,Gicumbi,Cyumba,Muhambo,Rugerero,137
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Burambira,154
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Gashija,121
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Gatoki,67
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Kabare,82
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Kigombe,54
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Remera,134
North,Amajyaruguru,Gicumbi,Cyumba,Nyakabungo,Ryaruhumba,78
North,Amajyaruguru,Gicumbi,Cyumba,Nyambare,Burambira,119
North,Amajyaruguru,Gicumbi,Cyumba,Nyambare,Gipandi,96
North,Amajyaruguru,Gicumbi,Cyumba,Nyambare,Remera,75
North,Amajyaruguru,Gicumbi,Cyumba,Nyambare,Rusebeya,110
North,Amajyaruguru,Gicumbi,Cyumba,Nyaruka,Burindi,88
North,Amajyaruguru,Gicumbi,Cyumba,Nyaruka,Humura,95
North,Amajyaruguru,Gicumbi,Cyumba,Nyaruka,Maya,93
North,Amajyaruguru,Gicumbi,Cyumba,Nyaruka,Murore,101
North,Amajyaruguru,Gicumbi,Cyumba,Nyaruka,Rusambya,75
North,Amajyaruguru,Gicumbi,Cyumba,Rwankonjo,Gatuna,173
North,Amajyaruguru,Gicumbi,Cyumba,Rwankonjo,Kagera,97
North,Amajyaruguru,Gicumbi,Cyumba,Rwankonjo,Keyebe,91
North,Amajyaruguru,Gicumbi,Cyumba,Rwankonjo,Kivuruga,78
North,Amajyaruguru,Gicumbi,Cyumba,Rwankonjo,Rukizi,182
North,Amajyaruguru,Gicumbi,Giti,Gatobotobo,Kababito,193
North,Amajyaruguru,Gicumbi,Giti,Gatobotobo,Kabacuzi,161
North,Amajyaruguru,Gicumbi,Giti,Gatobotobo,Kagahumbi,124
North,Amajyaruguru,Gicumbi,Giti,Gatobotobo,Matyazo,137
North,Amajyaruguru,Gicumbi,Giti,Gatobotobo,Nyamirambo,149
North,Amajyaruguru,Gicumbi,Giti,Gatobotobo,Rugarama,113
North,Amajyaruguru,Gicumbi,Giti,Murehe,Bisika,127
North,Amajyaruguru,Gicumbi,Giti,Murehe,Bushiranyota,134
North,Amajyaruguru,Gicumbi,Giti,Murehe,Butare,158
North,Amajyaruguru,Gicumbi,Giti,Murehe,Cyamabano,164
North,Amajyaruguru,Gicumbi,Giti,Murehe,Gatare,129
North,Amajyaruguru,Gicumbi,Giti,Murehe,Kabeza,147
North,Amajyaruguru,Gicumbi,Giti,Murehe,Kigabiro,140
North,Amajyaruguru,Gicumbi,Giti,Tanda,Gasharu,146
North,Amajyaruguru,Gicumbi,Giti,Tanda,Mashyoza,108
North,Amajyaruguru,Gicumbi,Giti,Tanda,Nganwa,202
North,Amajyaruguru,Gicumbi,Giti,Tanda,Nyakabungo,140
North,Amajyaruguru,Gicumbi,Giti,Tanda,Ruzizi,162
North,Amajyaruguru,Gicumbi,Giti,Tanda,Tanda,149
North,Amajyaruguru,Gicumbi,Kageyo,Gihembe,Gitaba,200
North,Amajyaruguru,Gicumbi,Kageyo,Gihembe,Icyirabadugu,147
North,Amajyaruguru,Gicumbi,Kageyo,Gihembe,Karihira,198
North,Amajyaruguru,Gicumbi,Kageyo,Gihembe,Munini,245
North,Amajyaruguru,Gicumbi,Kageyo,Gihembe,Muyange,127
North,Amajyaruguru,Gicumbi,Kageyo,Gihembe,Nyaruvumu,147
North,Amajyaruguru,Gicumbi,Kageyo,Horezo,Kigoma,128
North,Amajyaruguru,Gicumbi,Kageyo,Horezo,Musetsa,212
North,Amajyaruguru,Gicumbi,Kageyo,Horezo,Nyirangoga,138
North,Amajyaruguru,Gicumbi,Kageyo,Horezo,Rukongi,147
North,Amajyaruguru,Gicumbi,Kageyo,Kabuga,Gatobotobo,112
North,Amajyaruguru,Gicumbi,Kageyo,Kabuga,Gicumbi,121
North,Amajyaruguru,Gicumbi,Kageyo,Kabuga,Maya,106
North,Amajyaruguru,Gicumbi,Kageyo,Kabuga,Mukenke,122
North,Amajyaruguru,Gicumbi,Kageyo,Kabuga,Murama,111
North,Amajyaruguru,Gicumbi,Kageyo,Muhondo,Kagwa,108
North,Amajyaruguru,Gicumbi,Kageyo,Muhondo,Kamayundo,127
North,Amajyaruguru,Gicumbi,Kageyo,Muhondo,Kamwumba,110
North,Amajyaruguru,Gicumbi,Kageyo,Muhondo,Mwange,142
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Gatare,201
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Gatiba,119
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Kabare,128
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Kageyo,121
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Mugomero,190
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Musura,99
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Mutobo,127
North,Amajyaruguru,Gicumbi,Kageyo,Nyamiyaga,Rukomo,189
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Gatare,72
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Kabungo,91
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Kajevuba,168
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Nyaruhanga,96
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Rugarama,103
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Rugari,60
North,Amajyaruguru,Gicumbi,Kaniga,Bugomba,Ryakabanda,97
North,Amajyaruguru,Gicumbi,Kaniga,Gatoma,Gashiru,117
North,Amajyaruguru,Gicumbi,Kaniga,Gatoma,Kamabare,98
North,Amajyaruguru,Gicumbi,Kaniga,Gatoma,Nyakagera,110
North,Amajyaruguru,Gicumbi,Kaniga,Gatoma,Nyakara,154
North,Amajyaruguru,Gicumbi,Kaniga,Gatoma,Nyakibande,93
North,Amajyaruguru,Gicumbi,Kaniga,Gatoma,Rugarama,90
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Centre Mulindi,63
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Gisunzu,80
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Kagorogoro,78
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Kigwene,70
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Nyakabungo,47
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Rugenda,76
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Ruhita,59
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Rukizi,108
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Runyinya,82
North,Amajyaruguru,Gicumbi,Kaniga,Mulindi,Taba,85
North,Amajyaruguru,Gicumbi,Kaniga,Nyarwambu,Cyasaku,72
North,Amajyaruguru,Gicumbi,Kaniga,Nyarwambu,Kabeza,87
North,Amajyaruguru,Gicumbi,Kaniga,Nyarwambu,Kanyaruyonga,75
North,Amajyaruguru,Gicumbi,Kaniga,Nyarwambu,Kinnyogo,82
North,Amajyaruguru,Gicumbi,Kaniga,Nyarwambu,Mushunga,84
North,Amajyaruguru,Gicumbi,Kaniga,Nyarwambu,Nyamabare,64
North,Amajyaruguru,Gicumbi,Kaniga,Rukurura,Kabare,112
North,Amajyaruguru,Gicumbi,Kaniga,Rukurura,Kamushure,98
North,Amajyaruguru,Gicumbi,Kaniga,Rukurura,Karambo,173
North,Amajyaruguru,Gicumbi,Kaniga,Rukurura,Ngabira,116
North,Amajyaruguru,Gicumbi,Kaniga,Rukurura,Nyagatare,150
North,Amajyaruguru,Gicumbi,Manyagiro,Kabuga,Gabiro,107
North,Amajyaruguru,Gicumbi,Manyagiro,Kabuga,Kigarama,166
North,Amajyaruguru,Gicumbi,Manyagiro,Kabuga,Mugera,96
North,Amajyaruguru,Gicumbi,Manyagiro,Kabuga,Murehe,102
North,Amajyaruguru,Gicumbi,Manyagiro,Kabuga,Mutara,103
North,Amajyaruguru,Gicumbi,Manyagiro,Kabuga,Rubindi,130
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiragifumba,Agacyamo,215
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiragifumba,Kiyovu,115
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiragifumba,Murambo,97
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiragifumba,Rwamazi,97
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiravugiza,Bugibwa,134
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiravugiza,Kajevuba,146
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiravugiza,Rurembo,136
North,Amajyaruguru,Gicumbi,Manyagiro,Nyiravugiza,Rusebeya,77
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Busa,97
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Bushinga,91
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Gasiza,133
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Gitaba,84
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Kabeza,68
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Rugasa,111
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Sangano,93
North,Amajyaruguru,Gicumbi,Manyagiro,Remera,Shyigura,160
North,Amajyaruguru,Gicumbi,Manyagiro,Rusekera,Gakubo,125
North,Amajyaruguru,Gicumbi,Manyagiro,Rusekera,Kavure,78
North,Amajyaruguru,Gicumbi,Manyagiro,Rusekera,Kiyovu,143
North,Amajyaruguru,Gicumbi,Manyagiro,Rusekera,Nyamyumba,159
North,Amajyaruguru,Gicumbi,Manyagiro,Rusekera,Rebero,128
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Gatsyata,97
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Gatungo,95
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Muturirwa,101
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Nyantarure,129
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Nyarukombe,73
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Rugasa,113
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Rusabira,101
North,Amajyaruguru,Gicumbi,Manyagiro,Ryaruyumba,Taba,83
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Gisiza,131
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Karwanira,149
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Kirwa,155
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Kivomo,138
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Museke,176
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Nyarurambi,126
North,Amajyaruguru,Gicumbi,Miyove,Gakenke,Rugandu,123
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Kamonyi,111
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Karambo,111
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Mpinga,105
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Mukaka,118
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Murambo,93
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Murehe,99
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Nyamiyaga,95
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Nyarubuye,83
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Rebero,103
North,Amajyaruguru,Gicumbi,Miyove,Miyove,Remera,115
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Gatare,99
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Gitsimbura,101
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Kabuga,126
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Kacyiru,181
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Kagote,124
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Kaje,128
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Kirwa,135
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Kivumu,127
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Mubuga,130
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Murambo,79
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Rutovu,124
North,Amajyaruguru,Gicumbi,Miyove,Mubuga,Tetero,77
North,Amajyaruguru,Gicumbi,Mukarange,Cyamuganga,Burambira,140
North,Amajyaruguru,Gicumbi,Mukarange,Cyamuganga,Ndarama,143
North,Amajyaruguru,Gicumbi,Mukarange,Cyamuganga,Nyakabungo,111
North,Amajyaruguru,Gicumbi,Mukarange,Cyamuganga,Rugarama,151
North,Amajyaruguru,Gicumbi,Mukarange,Gatenga,Ibereshi,140
North,Amajyaruguru,Gicumbi,Mukarange,Gatenga,Kagunga,116
North,Amajyaruguru,Gicumbi,Mukarange,Gatenga,Kiyorwa,115
North,Amajyaruguru,Gicumbi,Mukarange,Gatenga,Mugina,103
North,Amajyaruguru,Gicumbi,Mukarange,Gatenga,Nyacyoroma,104
North,Amajyaruguru,Gicumbi,Mukarange,Gatenga,Nyange,94
North,Amajyaruguru,Gicumbi,Mukarange,Kiruhura,Burembo,128
North,Amajyaruguru,Gicumbi,Mukarange,Kiruhura,Gacwamba,113
North,Amajyaruguru,Gicumbi,Mukarange,Kiruhura,Kariba,155
North,Amajyaruguru,Gicumbi,Mukarange,Kiruhura,Nyamutoko,105
North,Amajyaruguru,Gicumbi,Mukarange,Mutarama,Gikore,107
North,Amajyaruguru,Gicumbi,Mukarange,Mutarama,Kaziba,119
North,Amajyaruguru,Gicumbi,Mukarange,Mutarama,Mafumirwa,127
North,Amajyaruguru,Gicumbi,Mukarange,Mutarama,Murara,109
North,Amajyaruguru,Gicumbi,Mukarange,Mutarama,Rugeshi,90
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Gakizi,125
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Kagarama,99
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Kinnyogo,93
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Munyege,77
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Rurembo,104
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Rushasha,87
North,Amajyaruguru,Gicumbi,Mukarange,Rugerero,Ruziku,136
North,Amajyaruguru,Gicumbi,Mukarange,Rusambya,Kabungo,71
North,Amajyaruguru,Gicumbi,Mukarange,Rusambya,Kagane,117
North,Amajyaruguru,Gicumbi,Mukarange,Rusambya,Nyagakizi,125
North,Amajyaruguru,Gicumbi,Mukarange,Rusambya,Rusambya ,113
North,Amajyaruguru,Gicumbi,Muko,Cyamuhinda,Gicuregenya,95
North,Amajyaruguru,Gicumbi,Muko,Cyamuhinda,Ntonyanga,93
North,Amajyaruguru,Gicumbi,Muko,Cyamuhinda,Rugaragara,114
North,Amajyaruguru,Gicumbi,Muko,Cyamuhinda,Rukazire,169
North,Amajyaruguru,Gicumbi,Muko,Cyamuhinda,Rwamitembe,102
North,Amajyaruguru,Gicumbi,Muko,Kigoma,Cyerere,136
North,Amajyaruguru,Gicumbi,Muko,Kigoma,Gatobotobo,132
North,Amajyaruguru,Gicumbi,Muko,Kigoma,Karambi,146
North,Amajyaruguru,Gicumbi,Muko,Kigoma,Karumuli,188
North,Amajyaruguru,Gicumbi,Muko,Kigoma,Ryarwoga,175
North,Amajyaruguru,Gicumbi,Muko,Mwendo,Gikumba,113
North,Amajyaruguru,Gicumbi,Muko,Mwendo,Kabuye,159
North,Amajyaruguru,Gicumbi,Muko,Mwendo,Kagogo,93
North,Amajyaruguru,Gicumbi,Muko,Mwendo,Kirengo,158
North,Amajyaruguru,Gicumbi,Muko,Ngange,Gasharu,149
North,Amajyaruguru,Gicumbi,Muko,Ngange,Kabare,149
North,Amajyaruguru,Gicumbi,Muko,Ngange,Kimpongo,86
North,Amajyaruguru,Gicumbi,Muko,Ngange,Mayora,97
North,Amajyaruguru,Gicumbi,Muko,Ngange,Rudogo,104
North,Amajyaruguru,Gicumbi,Muko,Rebero,Gasizi,89
North,Amajyaruguru,Gicumbi,Muko,Rebero,Karundi,125
North,Amajyaruguru,Gicumbi,Muko,Rebero,Kirara,198
North,Amajyaruguru,Gicumbi,Muko,Rebero,Kirwanirwa,130
North,Amajyaruguru,Gicumbi,Muko,Rebero,Mayogi,119
North,Amajyaruguru,Gicumbi,Muko,Rebero,Nyampundu,178
North,Amajyaruguru,Gicumbi,Muko,Rebero,Ryagashaka,125
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Gasharu,111
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Gihira,102
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Irasaniro,120
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Ngando,128
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Nyamabuye,138
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Nyamiryango,59
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Nyamugari,67
North,Amajyaruguru,Gicumbi,Mutete,Gaseke,Runyinya,96
North,Amajyaruguru,Gicumbi,Mutete,Kabeza,Busabira,130
North,Amajyaruguru,Gicumbi,Mutete,Kabeza,Kabasega,127
North,Amajyaruguru,Gicumbi,Mutete,Kabeza,Kagarama,126
North,Amajyaruguru,Gicumbi,Mutete,Kabeza,Merezo,121
