"","Prov.Name","Province","District","Secteur","Cellule","Village","HH","Dist.Water","Vaccinated","HH.Size","HH.Size.Adult","Prim.School.M","Prim.School.F","Birth.Weight","Strat.Size","Weight"
"5511","South","Amajyepfo","Nyaruguru","Muganza","Rukore","Remera",174,2.02889342069013,0.974736826442981,5.01111723400162,1,0.100442130164553,0.054358128904292,3.12838146753808,3512,28.312183908046
"4835","South","Amajyepfo","Nyamagabe","Mushubi","Buteteri","Mugunda",82,2.63408665698714,0.918607105392942,4.83452218281459,1.06916872626427,0,0.107126080678574,2.74708747510784,3512,60.0770731707317
"5707","South","Amajyepfo","Nyaruguru","Rusenge","Gikunzi","Rwabujagi",154,2.11416785639918,0.853989754983563,4.64004371009071,1.18122119486616,0.17110936560032,0.0807257022057587,2.86927524219289,3512,31.9890909090909
"4373","South","Amajyepfo","Muhanga","Rongi","Nyamirambo","Karambi",191,1.56761830568305,0.921737579709909,3.59111593096047,1,0.0356999907100641,0.138322176914081,3.20719762717672,3512,25.7922513089005
"3865","South","Amajyepfo","Kamonyi","Mugina","Jenda","Kiyonza",268,2.00093900900953,0.878951178699424,4.7569482165015,1.3469128312266,0.137907309518314,0.0891117646207261,2.90948144360412,3512,18.3817910447761
"5588","South","Amajyepfo","Nyaruguru","Ngoma","Kiyonza","Munini",148,0,1,1.2978966782412,1,0.0966231982243971,0.109286065981356,3.78504230849454,3512,33.2859459459459
"2759","South","Amajyepfo","Gisagara","Gikonko","Gikonko","Gahabwa",144,2.17217552719998,0.906100982808393,4.6652426675059,1,0.107637324761771,0.0503049384051131,3.13508205009307,3512,34.2105555555556
"3005","South","Amajyepfo","Gisagara","Muganza","Rwamiko","Agasharu",73,1.64420072707434,0.977666529841869,5.31861913236304,1.42059266108431,0.00659859445580853,0.122960968251697,2.88537203008756,3512,67.4838356164384
"4963","South","Amajyepfo","Nyamagabe","Uwinkingi","Rugogwe","Munini",148,1.12417123450159,0.937512389293774,5.1681685754211,2.21654911467647,0.225693557290989,0.0918624047844846,3.12895945082603,3512,33.2859459459459
"4053","South","Amajyepfo","Kamonyi","Rukoma","Murehe","Kabande",362,1.98627985411885,0.88953733714187,3.03781273983084,1,0.0950518610149877,0.0940589069173851,3.31239150787124,3512,13.6086187845304
"4530","South","Amajyepfo","Nyamagabe","Gasaka","Nyamugari","Nyamugari",1183,2.42000281588211,0.982361139526055,4.91954932891119,1.29331126795487,0.0574529683119801,0.0685260875356455,2.8671847919917,3512,4.16426035502959
"4747","South","Amajyepfo","Nyamagabe","Mugano","Sovu","Nziranziza",148,1.8669404856971,0.919556094391969,2.21873597788682,1,0.0428600343879475,0.1124197504148,2.87704903979374,3512,33.2859459459459
"4305","South","Amajyepfo","Muhanga","Nyamabuye","Gahogo","Kamazuru",612,1.2095296329794,0.896953302867974,5.12844201656772,2.13641335016599,0.130205924873886,0.131042234435893,3.18637733205646,3512,8.04954248366013
"2966","South","Amajyepfo","Gisagara","Mamba","Muyaga","Shyembe",151,1.56559653499184,0.87519357351012,2.75967704166025,1,0.0635530657154188,0.0989075323819542,3.23392726394676,3512,32.6246357615894
"3595","South","Amajyepfo","Huye","Ngoma","Ngoma","Ngoma I",185,1.68778495811206,1,3.45605396062274,1,0.141962390565375,0.0771268170530581,3.17630471615808,3512,26.6287567567568
"4176","South","Amajyepfo","Muhanga","Kibangu","Gitega","Kaziba",290,2.98065288081547,0.860753437785201,2.97055150960135,1,0.253991134265966,0.0607879445725544,3.27553061983397,3512,16.9873103448276
"3370","South","Amajyepfo","Huye","Kigoma","Gishihe","Karambi",120,2.32956715595786,0.913607727974636,5.5782457128049,1.92107193251954,0,0.0596844367027834,2.94948029887759,3512,41.0526666666667
"3170","South","Amajyepfo","Gisagara","Ndora","Dahwe","Gitwa",162,2.08384123598253,0.943201470034152,4.01033985313227,1,0.0485319127113015,0.0549480392095878,2.96403940525303,3512,30.4093827160494
"5052","South","Amajyepfo","Nyanza","Busoro","Munyinya","Rwara",178,2.42474696487217,0.922175793381586,5.45486115300421,1.91120884877898,0.0336703559445537,0.116006876108257,2.43206665666387,3512,27.6759550561798
"4002","South","Amajyepfo","Kamonyi","Nyarubaka","Ruyanza","Buhunga",115,2.74455589428743,0.830802162574203,2.36990609785313,1,0,0.0346816424697986,2.85006666179186,3512,42.8375652173913
"5504","South","Amajyepfo","Nyaruguru","Muganza","Muganza","Muganza",173,2.48904159504876,0.951637322427559,3.02435049767886,1,0,0.158713407137124,2.97807627178712,3512,28.475838150289
"5710","South","Amajyepfo","Nyaruguru","Rusenge","Mariba","Miko",154,1.55113474887406,0.899120713965013,5.83829318509097,1.86077392989965,0.0420642866252974,0.108842480637777,2.73580844018697,3512,31.9890909090909
"3888","South","Amajyepfo","Kamonyi","Musambira","Buhoro","Gihembe",335,3.60532828335524,0.9359763393065,4.63762331864119,1.35155051471771,0.0953132573731646,0.12099636143592,2.66812356831148,3512,14.7054328358209
"3931","South","Amajyepfo","Kamonyi","Ngamba","Marembo","Kabagogo",161,1.60837692154629,0.9521798604804,4.09252356311563,1,0.125253043828649,0.0954911325980697,3.47272683587382,3512,30.5982608695652
"4526","South","Amajyepfo","Nyamagabe","Gasaka","Nyamugari","Kabacuzi",385,1.41184625721534,0.934299046267738,3.42515783221227,1,0.178445881599412,0.145945630877473,3.30314329858679,3512,12.7956363636364
"6048","South","Amajyepfo","Ruhango","Mwendo","Kamujisho","Bugaramantare",134,1.50555249080634,0.90112443842938,4.83118194009013,2.21500936130749,0.0108446585423225,0.11341829717448,3.11866184348215,3512,36.7635820895522
"3946","South","Amajyepfo","Kamonyi","Nyamiyaga","Kabashumba","Kigabiro",182,1.86081764791544,0.926973731247097,4.25453860261036,1.0550645317775,0.0752958214525689,0.032562866140017,3.12997052081607,3512,27.0676923076923
"5643","South","Amajyepfo","Nyaruguru","Nyagisozi","Nyagisozi","Muriza",208,0.725219403139007,0.869345011821498,5.80730055676338,2.28808507082587,0.143610841085328,0.0937268354217997,3.21375466608631,3512,23.6842307692308
"6009","South","Amajyepfo","Ruhango","Mbuye","Mbuye","Cyobe",147,2.79472832454594,0.896358206410314,3.85149039517223,1,0.013428170479523,0.11840161728769,3.08841613186652,3512,33.512380952381
"3495","South","Amajyepfo","Huye","Mbazi","Kabuga","Rwezamenyo",183,2.86752518829648,0.955117306497396,2.40519179887571,1,0.0463136004506883,0.0684299647292032,2.55047919914163,3512,26.919781420765
"4322","South","Amajyepfo","Muhanga","Nyamabuye","Gitarama","Nyabisindu",214,1.20004962540488,0.985521540239061,2.69595334298628,1,0.0608080289617691,0.0816534448757729,2.76303128719543,3512,23.0201869158878
"5316","South","Amajyepfo","Nyanza","Ntyazo","Katarara","Rusebeya",175,1.8325853962971,0.890809534902983,3.95988609768231,1,0.0120734329692332,0.0954694562401328,2.96479251157888,3512,28.1504
"5379","South","Amajyepfo","Nyanza","Rwabicuma","Nyarusange","Kamuvunyi A",75,1.98243042564554,0.912071433981147,5.68090085557226,2.55800845377072,0.118770932101425,0.120303936456419,3.37509568372493,3512,65.6842666666667
"5003","South","Amajyepfo","Nyanza","Busasamana","Nyanza","Gatunguru",89,1.57450979968244,0.952669538903832,4.28784004011867,1,0.322493008090462,0.156862207125043,3.25418244892593,3512,55.3519101123596
"2913","South","Amajyepfo","Gisagara","Kigembe","Nyabikenke","Impinga",112,1.74309116846724,0.926924604472883,5.51256288511995,2.04014492096027,0,0.103796429432279,2.88400151490371,3512,43.985
"4206","South","Amajyepfo","Muhanga","Kiyumba","Ndago","Mataba",188,1.38257615050958,0.963235309262383,5.2907322104878,2.20113653296381,0.178884586800921,0.0479182263285409,3.24724121323011,3512,26.203829787234
"5245","South","Amajyepfo","Nyanza","Mukingo","Nkomero","Nyacyoma",85,2.03940589662272,0.877442480530823,3.73472032950864,1,0.135311008906161,0.102608525408606,2.78181415282735,3512,57.9567058823529
"4334","South","Amajyepfo","Muhanga","Nyarusange","Mbiriri","Gasharu",307,2.91688221807109,0.992733947680669,3.91833263874162,1,0.0464934166775374,0.0779403902635732,2.83801880743352,3512,16.0466449511401
"4379","South","Amajyepfo","Muhanga","Rongi","Ruhango","Burerabana",392,1.46272967047561,0.898862815693498,5.52106382186452,1.27058260472308,0.0577967297150708,0.0948972610196366,2.88201603383893,3512,12.5671428571429
"4500","South","Amajyepfo","Nyamagabe","Cyanika","Nyanza","Mirama",136,1.43455946605132,0.973499339848937,4.69892350045755,1,0.154770892563317,0.130002192194346,3.29609425655815,3512,36.2229411764706
"4047","South","Amajyepfo","Kamonyi","Rukoma","Gishyeshye","Gahungeri",247,2.10823935909185,0.957274105883707,3.52475313407507,1,0.0785783822723569,0.114085976366897,3.02305541823053,3512,19.9446153846154
"4749","South","Amajyepfo","Nyamagabe","Mugano","Sovu","Rugarama Ii",151,2.52367779598727,1,5.40857581442845,2.01497913919464,0.0199253150716429,0.142556404904628,2.89265185178411,3512,32.6246357615894
"4384","South","Amajyepfo","Muhanga","Rugendabari","Gasave","Gasharu",169,1.87549419283845,0.843084172666972,5.99898085535263,2.45056677584712,0.0847357863636812,0.146733176629969,3.05885517127968,3512,29.1498224852071
"4363","South","Amajyepfo","Muhanga","Rongi","Gasharu","Kabuga",222,2.74082839770512,0.899910806158183,3.49901537293171,1,0.0865869919873012,0.115998560291196,2.68306176939922,3512,22.1906306306306
"4701","South","Amajyepfo","Nyamagabe","Kitabi","Shaba","Uwakagoro",147,2.07974070051678,0.887028164597708,2.52424292227825,1,0.101560942881556,0.0944694615644865,3.08528358536181,3512,33.512380952381
"2917","South","Amajyepfo","Gisagara","Kigembe","Nyabikenke","Umurangara",140,2.49666019684452,1,4.23898511159343,1,0.000147584809778945,0.124977806197795,3.55684255908686,3512,35.188
"4089","South","Amajyepfo","Kamonyi","Runda","Kagina","Rugarama",261,2.13415475235562,0.857344348441887,4.578414969177,1.36064280476214,0.0977198554372873,0.093844750214289,3.13202521662221,3512,18.8747892720307
"5641","South","Amajyepfo","Nyaruguru","Nyagisozi","Nkakwa","Rarire",141,3.21308275106571,0.95778824565359,5.3018619981171,1,0.106250675281691,0.120647085144658,2.96622809002919,3512,34.9384397163121
"4090","South","Amajyepfo","Kamonyi","Runda","Muganza","Kigabiro",222,2.28254564353758,0.954461151577809,3.55032077098224,1,0,0.140547817129072,3.04118393954779,3512,22.1906306306306
"5843","South","Amajyepfo","Ruhango","Kabagali","Bihembe","Rusisiro",64,0.797233186141572,0.898037964155911,4.15721055383872,1,0.140772189354165,0.0888666352999402,3.65308489578349,3512,76.97375
"4773","South","Amajyepfo","Nyamagabe","Musange","Masagara","Cyaruvunge",122,2.43423972999538,0.990574475621562,3.96641245004057,1,0.0938310057662398,0.0839187372226916,3.42778472420018,3512,40.3796721311475
"4778","South","Amajyepfo","Nyamagabe","Musange","Masagara","Nyagihima",122,1.41888365906135,0.964091814059033,5.61371196944549,2.37454565103188,0.189657540852077,0.0854171583021606,3.38133544143302,3512,40.3796721311475
"4902","South","Amajyepfo","Nyamagabe","Tare","Gasarenda","Murangara",163,2.70033740202078,0.915606849988654,2.76920749871323,1,0.0954285618578367,0.133578456352115,3.26410825248162,3512,30.2228220858896
"4383","South","Amajyepfo","Muhanga","Rugendabari","Gasave","Gakoma",186,1.64719093432613,0.916477833857285,5.75860393262562,2.26253830592276,0.0368830250250504,0.0651540345375676,2.91279851651939,3512,26.4855913978495
"4088","South","Amajyepfo","Kamonyi","Runda","Kagina","Kigusa",152,3.87214490320644,0.902321711603511,3.76065578580848,1,0,0.0545789384413922,2.30908496761395,3512,32.41
"3340","South","Amajyepfo","Huye","Karama","Buhoro","Nyamikaba",113,1.39377546221155,0.924274495816236,3.48511543649513,1,0.151684898457136,0.160024674760103,3.02356880683871,3512,43.5957522123894
"5265","South","Amajyepfo","Nyanza","Muyira","Nyamure","Cyegera",223,2.40955306800645,0.877850575857312,5.22382930183454,2.01340038145116,0.0694223733620734,0.112495955593515,3.05018900452123,3512,22.0911210762332
"2763","South","Amajyepfo","Gisagara","Gikonko","Gikonko","Runyinya",189,0.857185389188502,0.873584017985408,5.46271404534292,2.89475057149506,0.0886218998708623,0.112044107849149,3.47699477894666,3512,26.0651851851852
"2810","South","Amajyepfo","Gisagara","Gishubi","Nyeranzi","Kavumu",97,3.07565456107768,0.846212502891184,5.1329522546827,1.61359321374643,0.00735919591892573,0.0994506305601756,2.40195445214299,3512,50.7868041237113
"5680","South","Amajyepfo","Nyaruguru","Ruramba","Giseke","Giseke",170,1.58709386877701,1,5.11578353361457,1.98959925031944,0,0.0506962059020489,3.18832977653624,3512,28.9783529411765
"5416","South","Amajyepfo","Nyaruguru","Busanze","Shororo","Rutabo",216,0.758445108096547,0.874982418337879,5.31680181977865,1.56914366696033,0.0914195590676437,0.0981644377336626,3.39507907522708,3512,22.807037037037
"5127","South","Amajyepfo","Nyanza","Kibilizi","Mututu","Kanyinya",192,2.53263629553112,0.932471974481902,3.94792285766052,1,0.153469164701796,0.0915517307127518,3.08082285865008,3512,25.6579166666667
"4901","South","Amajyepfo","Nyamagabe","Tare","Gasarenda","Kivuruga",131,2.69100021831693,0.896250195160768,5.96700401989618,2.32466220410706,0.116409374489302,0.0830530433703803,2.96273442803431,3512,37.6054961832061
"5094","South","Amajyepfo","Nyanza","Cyabakamyi","Nyarurama","Rugote",92,1.65056002918505,0.896013055904485,6.07984527900511,2.46055845566758,0.0724315245756645,0.110539371061937,2.89734642361054,3512,53.5469565217391
"3637","South","Amajyepfo","Huye","Rusatira","Buhimba","Kanyirankuba",143,2.22076913196925,0.883166458704986,3.50494618719312,1,0.136655533060808,0.119984694506813,2.45256867282154,3512,34.4497902097902
"2768","South","Amajyepfo","Gisagara","Gikonko","Mbogo","Nyakabuye",166,3.19856001254028,0.971691808686214,5.61475726395421,2.6250462624465,0,0.100112678180891,3.29938679783208,3512,29.6766265060241
"4212","South","Amajyepfo","Muhanga","Kiyumba","Remera","Nyanza",286,2.19062354668514,0.888080902786995,5.86644823807724,2.44629441987661,0.242803391527857,0.103665252161376,3.0114103085445,3512,17.2248951048951
"4629","South","Amajyepfo","Nyamagabe","Kibirizi","Bugarura","Kasebuturanyi",154,1.25009078333015,0.948796597063723,5.67209949473053,3.16027747337874,0.140528792326875,0.109083455221654,3.35808514692669,3512,31.9890909090909
"9129","East","Uburasirazuba","Nyagatare","KATABAGEMU","RUBIRA","Kaduha I",202,3.71228421269489,0.862704281452671,4.40628226799079,1,0.136376100275657,0.144086652152085,2.55406256565121,3785,21.9355445544554
"8301","East","Uburasirazuba","Kirehe","Mushikiri","Rwanyamuhanga","Nterere",64,1.4988279855752,0.95287108172118,5.23313626868676,1.8806454701321,0.0851171622815581,0.0493697111223487,2.89459130112922,3785,69.2340625
"8785","East","Uburasirazuba","Ngoma","Rukumberi","Gituza","Gitesanyi",74,1.4514383410417,0.896543256505086,4.02077989553428,1,0.128536584392113,0.0723779045046226,3.12671739023334,3785,59.8781081081081
"8625","East","Uburasirazuba","Ngoma","Mugesera","Ntanga","Akabeza",100,2.32257053821411,0.823376436381303,6.00562392452731,2.54335482251073,0.0547478371330956,0.0117304350941517,3.24902247074645,3785,44.3098
"7387","East","Uburasirazuba","Gatsibo","Rugarama","Matunguru","Tungiro",108,1.17357454813882,0.959063744930418,4.74888820009564,1.25685215604765,0.175559785796947,0,3.54282590756657,3785,41.0275925925926
"6851","East","Uburasirazuba","Gatsibo","Gasange","Teme","Teme",246,1.35218330026687,0.855170398668343,5.48976663815304,2.06743225940919,0.136897794214659,0.129581605504999,2.93096436676707,3785,18.0121138211382
"8963","East","Uburasirazuba","Nyagatare","GATUNDA","Nyangara","Kabeza",107,0.996895880080394,0.942671250817359,5.61669499586377,1.73827850572671,0.0534087281169392,0.10296924710245,3.51153089732091,3785,41.4110280373832
"9674","East","Uburasirazuba","Rwamagana","Karenge","Bicaca","Cyarugaju",93,2.57663735920038,0.893542859488996,4.80186798422112,1.15642598602681,0.0780804798533359,0.0212274191567644,2.68229307112197,3785,47.6449462365591
"9511","East","Uburasirazuba","Nyagatare","RWIMIYAGA","NYENDO","NYAMIRAMA ",181,1.13783445428006,0.927311875049871,4.450293257569,1,0.0784714303234891,0,3.45628734398881,3785,24.4805524861878
"9237","East","Uburasirazuba","Nyagatare","MATIMBA","Matimba","Umudugudu Wa Iv",98,1.57757945104731,0.965983446482672,3.92718246864591,1,0.124835362072588,0.0692490222185001,3.08561043464148,3785,45.2140816326531
"6308","East","Uburasirazuba","Bugesera","Juru","Mugorore","Rwamurama",156,2.53184890383841,0.864872567998543,3.55748902659761,1,0.0731062386026537,0.0565612334169052,3.45737683138773,3785,28.4037179487179
"9039","East","Uburasirazuba","Nyagatare","KARANGAZI","KAMATE","BUGARAMA",70,1.28780868362594,0.960947044406323,3.97136033635109,1.08408103939095,0.155864382054067,0.115820411015019,3.24390677533706,3785,63.2997142857143
"7653","East","Uburasirazuba","Kayonza","Murundi","Ryamanyoni","Rwakabanda",202,1.73479463495942,0.978637304815013,2.57760490442105,1,0.115601595762175,0.0889547705073318,2.94509513859271,3785,21.9355445544554
"9252","East","Uburasirazuba","Nyagatare","MIMURI","BIBARE","NYAMAFURA",74,2.49105705748391,1,6.09606100415633,3.06991000520151,0.159584610721705,0.0734968523647779,3.14985659062454,3785,59.8781081081081
"9567","East","Uburasirazuba","Rwamagana","Fumbwe","Mununu","Cyingara",133,2.88950480041728,0.966521930677518,2.38726198313177,1,0.0864082603775438,0.0515775692330779,3.16657135821315,3785,33.3156390977444
"8701","East","Uburasirazuba","Ngoma","Mutenderi","Mutenderi","Tonero",171,2.8290172023258,0.938224886970897,5.02882001088737,1.45240472025472,0.0536076017782434,0,2.81566632604905,3785,25.9121637426901
"8728","East","Uburasirazuba","Ngoma","Remera","Ndekwe","Icyakabiri",187,1.32140497843393,1,5.96593757473061,2.81435440198956,0.0631950140025457,0.0543696254271626,3.31864518356667,3785,23.6950802139037
"8975","East","Uburasirazuba","Nyagatare","GATUNDA","NYARUREMA","SHABANA",126,0.449134931767841,0.90882678390203,3.88607255481318,1,0.120044056373513,0.0308771543392229,3.67941231513703,3785,35.1665079365079
"8480","East","Uburasirazuba","Ngoma","Gashanda","Munege","Rugarama",71,1.73622847002851,0.872897989404069,3.55314416902459,1,0.0351305454602615,0.0790559293953276,2.9179464111858,3785,62.4081690140845
"6878","East","Uburasirazuba","Gatsibo","Gatsibo","Mugera","Rurama",139,2.17600159834232,1,3.42280330997854,1,0.0807635805379577,0.140599888573005,3.19000014106162,3785,31.8775539568345
"8715","East","Uburasirazuba","Ngoma","Remera","Bugera","Kumukiza",127,2.69424181006819,0.981180209973883,4.48763188118242,1,0.148973519213248,0.0306879861569821,2.97131168213987,3785,34.8896062992126
"9123","East","Uburasirazuba","Nyagatare","KATABAGEMU","NYAKIGANDO","NTOMA",198,2.04910615406138,0.948020447104585,4.54901749986164,1.20116341013364,0.0657279341597035,0.149518454146178,3.20953395950392,3785,22.3786868686869
"9116","East","Uburasirazuba","Nyagatare","KATABAGEMU","KIGARAMA","Kibuye",153,1.54601974319406,1,1.83101464680884,1,0.0845587628595805,0.080596420188614,3.28980921737676,3785,28.9606535947712
"9716","East","Uburasirazuba","Rwamagana","Kigabiro","Cyanya","Biraro",154,2.0194205921857,0.985623902985696,6.4325007056257,2.16272592916528,0.13966866155074,0.15990877506549,3.36321574386886,3785,28.7725974025974
"9818","East","Uburasirazuba","Rwamagana","Munyiginya","Bwana","Rweza",55,0.929507520791112,0.865991804292905,3.50658584392319,1,0,0.090577245846221,3.16429075036163,3785,80.5632727272727
"9657","East","Uburasirazuba","Rwamagana","Gishali","Gati","Nyamabuye",102,1.65129242370619,0.95918612206909,4.28733462576655,1.25632719590358,0.0844928017954409,0.127528758622697,2.71889389034734,3785,43.4409803921569
"6866","East","Uburasirazuba","Gatsibo","Gatsibo","Manishya","Nyagahandagaza",113,1.55731767195683,0.862751346955604,5.10263984449294,1.74511259981035,0.0912319785582956,0.100158610962161,3.00409867309275,3785,39.2122123893805
"8003","East","Uburasirazuba","Kirehe","Kigarama","Kiremera","Karenge I",94,1.63837912580762,0.932264768120669,2.38724259282486,1,0.0673279169446867,0.141894469033366,3.2168799637287,3785,47.138085106383
"6282","East","Uburasirazuba","Bugesera","Gashora","Ramiro","Kagasa II",128,2.13498956931537,0.941058270353521,6.8913324038152,2.81197328817892,0.202083628285654,0.0555569016630061,2.85346510407158,3785,34.61703125
"8027","East","Uburasirazuba","Kirehe","Kigarama","Nyankurazo","Nyakwisi",72,1.97409951797574,0.886796184985415,8.67480536144368,5.44088003620897,0.0907970084246144,0.0484635846530208,3.04194481707181,3785,61.5413888888889
"7545","East","Uburasirazuba","Kayonza","Kabarondo","Rusera","Butobagire",122,1.65704946237768,0.890541152660785,3.82053178066347,1,0.124994799954236,0.113538803787189,2.98102743602064,3785,36.3195081967213
"6784","East","Uburasirazuba","Bugesera","Rweru","Batima","Ihara",106,1.72748451035115,0.934503336348946,3.54418230207487,1,0.0542905674833888,0.136734228398918,3.49471891332227,3785,41.8016981132075
"7637","East","Uburasirazuba","Kayonza","Murundi","Karambi","Rwasama ",120,3.41050006759497,1,4.54262657450481,1,0.0790518729216639,0.10821067618648,2.76822290685674,3785,36.9248333333333
"6869","East","Uburasirazuba","Gatsibo","Gatsibo","Manishya","Rugarama",154,2.18179671160645,0.952906780268112,3.97496329536035,1,0.181159393821732,0.083841118656665,3.06338475248964,3785,28.7725974025974
"7874","East","Uburasirazuba","Kirehe","Gahara","Muhamba","Murama",140,1.37764163053752,0.853330072184967,5.96778344784905,2.51494022289723,0.0613869487089117,0.0368762224595249,3.16881114858085,3785,31.6498571428571
"6887","East","Uburasirazuba","Gatsibo","Gatsibo","Nyabicwamba","Nyamuduha",120,0.943430694178065,0.997927167819596,5.39338539133784,2.36101756214235,0.114756326651465,0.063481776758613,3.436589744103,3785,36.9248333333333
"7845","East","Uburasirazuba","Kayonza","Rwinkwavu","Nkondo ","Nkondo I",128,2.93370780761602,0.881495826488548,5.76741426967196,1.85172528580271,0.0838787423597172,0.036629121733599,3.2502347766876,3785,34.61703125
"8349","East","Uburasirazuba","Kirehe","Nasho","Rubirizi","Masizi",247,1.59418960487699,0.938772768107308,6.78262514738882,3.79776573736785,0.0636371207468685,0.078901996222948,3.22628863023026,3785,17.9391902834008
"9499","East","Uburasirazuba","Nyagatare","RWIMIYAGA","NTOMA","GASHWENU",85,1.96202340347502,0.933577369571118,6.40467130610517,3.12399287600628,0,0.0902674118381672,2.69432232310208,3785,52.1291764705882
"6527","East","Uburasirazuba","Bugesera","Ngeruka","Gihembe","Nyakariba",136,1.44656935317405,0.912745920018275,8.98195669768775,4.12730146672929,0.117174760435004,0.130998333000911,3.48820557993323,3785,32.5807352941176
"8938","East","Uburasirazuba","Nyagatare","GATUNDA","CYAGAJU","IRAMIRO",127,2.02772687484191,0.849906998193894,2.71855052320237,1,0.0998923160178346,0.0488499656351019,2.50415003659094,3785,34.8896062992126
"6965","East","Uburasirazuba","Gatsibo","Kabarore","Karenge","Nyarubuye",426,1.4320670378397,0.872739423603684,6.49250085473381,3.3475410486178,0.012023127056557,0.118168259194485,2.9673937830778,3785,10.4013615023474
"9767","East","Uburasirazuba","Rwamagana","Muhazi","Murambi","Gasharu",104,1.73550870203334,0.972907873176491,1,1,0,0.11269020105764,3.22451940023027,3785,42.6055769230769
"8865","East","Uburasirazuba","Ngoma","Sake","Kibonde","Umucyo",171,2.00735179567444,0.842450192479191,6.64292536645405,2.88698164155497,0.147190521719332,0.0480857416572971,3.65678579744465,3785,25.9121637426901
"7494","East","Uburasirazuba","Kayonza","Kabare","Kirehe","Matahiro",176,1.68335443360371,1,7.29307096280646,4.64560202863147,0.172221256113833,0.111988134897276,3.32841023015771,3785,25.1760227272727
"8432","East","Uburasirazuba","Kirehe","Nyamugari","Nyamugari","Umunezero",63,3.35631985006478,0.957750868580522,3.94373470763066,1,0.0800318885689664,0.0601758874121682,2.55437399614198,3785,70.3330158730159
"8323","East","Uburasirazuba","Kirehe","Nasho","Cyambwe","Kagese I",153,1.34215577748507,1,5.12177626577228,1.9136127302409,0.0933509722989578,0.119329290779112,3.2307212725339,3785,28.9606535947712
"7351","East","Uburasirazuba","Gatsibo","Rugarama","Kanyangese","Akazinga",71,1.9761243121931,1,2.43264077529096,1,0.179679035317553,0.0313837529496982,3.08900979198191,3785,62.4081690140845
"8956","East","Uburasirazuba","Nyagatare","GATUNDA","NYAMIKAMBA","RYARUKABURA",103,2.17738806627138,0.956554274809788,3.63731689406177,1,0.145613037543094,0.100496872851816,3.01105040061078,3785,43.0192233009709
"7656","East","Uburasirazuba","Kayonza","Murundi","Ryamanyoni","Ryakirenzi Ii",209,1.71717574351088,0.947544907079941,4.60038042794978,1.62897334695371,0.0208095193743152,0.0783379425896458,3.04440354793852,3785,21.2008612440191
"7792","East","Uburasirazuba","Kayonza","Ruramira","Ruyonza","Gitwa",95,1.74450264054456,0.940966799609688,7.16709281754372,3.88598447085359,0.144725120721297,0.069182208187342,2.67229652985723,3785,46.6418947368421
"7438","East","Uburasirazuba","Kayonza","Gahini","Juru","Mikinga",177,1.28241541795969,0.967733429997944,4.79653618569742,1.37328176837899,0.0198221959646247,0.0117000631333702,3.12703199660593,3785,25.0337853107345
"6713","East","Uburasirazuba","Bugesera","Ririma","Kimaranzara","Gasabo",127,2.2245487177176,0.793450891244859,2.13924552987149,1,0.0843707370027693,0.0371079403941794,3.15486008137892,3785,34.8896062992126
"8897","East","Uburasirazuba","Ngoma","Zaza","Nyagatugunda","Itonero",41,2.7908064311158,0.961197033273078,4.18744292847742,1,0.146978605838241,0.147938280349461,2.71487720571962,3785,108.072682926829
"7671","East","Uburasirazuba","Kayonza","Mwiri","Nyamugari","Gasarabwayi",236,1.4885924619668,0.923781769574974,5.47509253273182,2.0802951625072,0.178701690995311,0.126143313155533,2.89480378513827,3785,18.7753389830508
"6529","East","Uburasirazuba","Bugesera","Ngeruka","Gihembe","Rusagara",128,1.08808019252554,0.857486826998092,4.82668207960413,1,0.188851905682728,0.0459058790376746,2.91970826166752,3785,34.61703125
"7039","East","Uburasirazuba","Gatsibo","Kiramuruzi","Gakoni","Rwajembe",84,2.99387530369578,0.915292535481116,4.91587019928681,1.59666162985601,0.0594945143518638,0.177406067291189,2.87377932596064,3785,52.7497619047619
"8564","East","Uburasirazuba","Ngoma","Kazo","Gahurire","Umuyange",187,1.13445069649081,0.895646655533218,8.57837033417223,4.52629849815071,0.121688619119669,0.0683894894333508,3.14607556867324,3785,23.6950802139037
"7712","East","Uburasirazuba","Kayonza","Nyamirama","Gikaya","Kamonyi",138,2.68893831165945,1,6.73675353799157,2.8330786224758,0.157137363414825,0.108637757108844,2.57883144028172,3785,32.1085507246377
"8056","East","Uburasirazuba","Kirehe","Kigina","Ruhanga","Nyagasozi",90,0.955402738602157,0.915341280856205,3.91721583195143,1,0.134952710013405,0.0969975764819075,3.24213915654939,3785,49.2331111111111
"6838","East","Uburasirazuba","Bugesera","Shyara","Rutare","Shyara",116,1.79105018012758,0.900996198099021,5.64753613684074,2.193197765295,0.130142574910704,0.0599652666898161,2.51452608521335,3785,38.1981034482759
"6322","East","Uburasirazuba","Bugesera","Kamabuye","Biharagu","Biharagu",84,0.737648743891336,1,3.28462834998803,1,0.10634306742832,0.103607286630911,3.38292132224715,3785,52.7497619047619
"7889","East","Uburasirazuba","Kirehe","Gahara","Murehe","Nyankurazo",77,1.62334095219397,0.876495533990684,4.53725896527092,1,0.153481161776101,0.00520673966920197,3.03284245527256,3785,57.5451948051948
"9326","East","Uburasirazuba","Nyagatare","MUSHERI","KIBIRIZI","Kibirizi",106,1.10743591246679,0.95471278755796,3.96406708896771,1,0.0605046491116762,0.077469977252731,2.96581468585305,3785,41.8016981132075
